211983.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211984.00,4220.30725,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211985.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211986.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211987.00,4220.30725,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211988.00,4220.30726,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211989.00,4220.30726,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211990.00,4220.30726,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211991.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211992.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211993.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211994.00,4220.30725,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211995.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211996.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211997.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211998.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211999.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211100.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211101.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211102.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211103.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211104.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211105.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
