213672.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*46
213673.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213674.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*46
213675.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213676.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*45
213677.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213678.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*4E
213679.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*4D
213680.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*4D
213681.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*41
213682.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*41
213683.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*42
213684.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*43
213685.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*44
213686.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213687.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213688.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213689.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213690.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213691.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213692.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213693.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213694.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213695.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213696.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213697.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213698.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213699.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213700.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213701.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213702.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213703.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213704.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213705.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213706.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213707.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213708.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213709.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213710.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213711.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213712.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213713.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213714.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213715.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213716.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213717.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213718.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*46
213719.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*49
213720.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
213721.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*49
213722.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*45
213723.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*46
213724.00,4220.30421,N,07105.33822,W,1,06,1.65,11.4,M,-33.2,M,,*47
